Operation,Sharded,Workers,Clients,Machine type,Machine number,Average CPU usage,Std CPU usage,Average Network receive,Std Network receive,Average Network write,Std Network write
1:0,false,32,32,server,1,32.3,5.28261751596,13437500.0,2187159.65807,908400.0,147373.950527
1:0,false,32,32,server,2,26.325,4.76861958755,13445833.3333,2187384.71667,908429.166667,147331.359111
1:0,false,32,32,server,3,37.4291666667,7.06115415714,13445833.3333,2187384.71667,908483.333333,147359.477032
1:0,false,32,32,server,total,32.0180555556,5.31517783415,13443055.5556,2185812.39459,908437.5,147338.847041
1:0,false,32,40,mw,1,19.1125,0.954585866863,7674150.0,191996.768755,19200000.0,496400.546041
1:0,false,32,40,mw,2,15.7166666667,0.80975070394,9312233.33333,199114.787834,23291666.6667,567212.445038
1:0,false,32,40,mw,total,17.4145833333,0.792898220394,8493191.66667,139026.090854,21245833.3333,359691.030095
1:0,false,32,40,client,1,16.6041666667,2.71013815229,305308.333333,49491.3018541,4619029.16667,749170.121634
1:0,false,32,40,client,2,13.5708333333,3.94019773969,310925.0,50473.8440292,4704420.83333,764078.824042
1:0,false,32,40,client,3,14.4958333333,2.41420651733,297583.333333,48232.4860907,4502950.0,730283.865006
1:0,false,32,40,client,total,14.8902777778,2.6741861721,304605.555556,49357.6773099,4608800.0,747149.849187
1:0,false,32,40,server,1,32.1583333333,5.29627818264,13508333.3333,2193825.24334,911900.0,147758.330838
1:0,false,32,40,server,2,26.225,4.74668438578,13516666.6667,2195059.02128,911887.5,147781.369513
1:0,false,32,40,server,3,37.775,7.46238104104,13533333.3333,2198708.22579,911916.666667,147831.645798
1:0,false,32,40,server,total,32.0527777778,5.35103061815,13519444.4444,2194466.25352,911901.388889,147782.486726
1:0,false,32,48,mw,1,19.65,0.788275548502,7880841.66667,172454.547509,19683333.3333,452839.144884
1:0,false,32,48,mw,2,16.0541666667,0.718342658069,9268520.83333,197465.529358,23179166.6667,497373.55184
1:0,false,32,48,mw,total,17.8520833333,0.644130564597,8574681.25,126372.029059,21431250.0,334064.335584
1:0,false,32,48,client,1,16.8416666667,2.7512815068,308479.166667,49920.3259368,4659187.5,754426.981148
1:0,false,32,48,client,2,12.8125,2.09536609492,313158.333333,50659.6701532,4731533.33333,765922.841516
1:0,false,32,48,client,3,14.7083333333,2.43241991989,302195.833333,48872.050686,4565479.16667,738934.567414
1:0,false,32,48,client,total,14.7875,2.40696193902,307944.444444,49792.7946005,4652066.66667,752618.986081
1:0,false,32,48,server,1,32.5416666667,5.3360686551,13629166.6667,2211079.21794,920179.166667,148894.424917
1:0,false,32,48,server,2,26.4583333333,4.79139377319,13616666.6667,2209874.2733,920187.5,148882.436405
1:0,false,32,48,server,3,33.2,6.4834746115,13616666.6667,2207964.10415,920225.0,148874.358481
1:0,false,32,48,server,total,30.7333333333,5.10357176466,13620833.3333,2209081.66517,920197.222222,148872.230711
1:0,false,32,56,mw,1,19.6583333333,1.03112599412,7799979.16667,182693.723887,19500000.0,488978.383319
1:0,false,32,56,mw,2,15.6541666667,0.910083766102,8929879.16667,255367.302517,22291666.6667,675833.599973
1:0,false,32,56,mw,total,17.65625,0.802310197244,8364929.16667,156842.216429,20895833.3333,417088.39417
1:0,false,32,56,client,1,16.4833333333,2.69337886915,302770.833333,49078.7591086,4547041.66667,738516.322296
1:0,false,32,56,client,2,12.4958333333,2.1081809371,306250.0,49665.5622452,4601495.83333,747638.622953
1:0,false,32,56,client,3,14.6041666667,2.42066452384,297229.166667,48135.3458019,4464129.16667,724438.366279
1:0,false,32,56,client,total,14.5277777778,2.38100127202,302083.333333,48927.23691,4537555.55556,736264.741339
1:0,false,32,56,server,1,32.0458333333,5.22725297829,13308333.3333,2169845.12076,897629.166667,145574.935573
1:0,false,32,56,server,2,23.7583333333,4.31364400632,13308333.3333,2167899.68161,897641.666667,145587.695719
1:0,false,32,56,server,3,35.3625,6.68819177975,13287500.0,2168528.08714,897704.166667,145638.755002
1:0,false,32,56,server,total,30.3888888889,5.02548591414,13301388.8889,2166689.65692,897658.333333,145577.906804
1:0,false,64,2,mw,1,8.07083333333,0.913554363596,2192062.5,61771.9387393,5746745.83333,139603.378748
1:0,false,64,2,mw,2,5.17083333333,0.522338542272,2637525.0,48407.5750195,6798741.66667,118006.269053
1:0,false,64,2,mw,total,6.62083333333,0.686403517641,2414793.75,48639.6393634,6272743.75,113644.945596
1:0,false,64,2,client,1,6.725,1.16050209804,87333.3333333,14204.8505018,1323437.5,215280.588136
1:0,false,64,2,client,2,5.02916666667,0.868569397846,91108.3333333,14875.9308707,1381208.33333,225440.998515
1:0,false,64,2,client,3,5.225,0.957280195509,81125.0,13182.0931901,1230462.5,199859.468868
1:0,false,64,2,client,total,5.65972222222,0.943694374112,86522.2222222,14063.1309395,1311702.77778,213183.855842
1:0,false,64,2,server,1,16.1833333333,2.7058825328,4001466.66667,648454.956106,259466.666667,42108.5463595
1:0,false,64,2,server,2,11.1333333333,1.92956128461,3989666.66667,646646.678537,259475.0,42113.6288579
1:0,false,64,2,server,3,12.1291666667,2.31335251515,3991575.0,646921.953557,259491.666667,42111.9990518
1:0,false,64,2,server,total,13.1486111111,2.18326927181,3994236.11111,647317.889835,259477.777778,42109.3739552
1:0,false,64,4,mw,1,13.2625,0.71293799921,4078200.0,160779.794548,10359645.8333,419680.168706
1:0,false,64,4,mw,2,8.425,0.427516953382,5038200.0,104163.813969,12633333.3333,320863.813008
1:0,false,64,4,mw,total,10.84375,0.511020427808,4558200.0,112864.4165,11496489.5833,310206.396905
1:0,false,64,4,client,1,9.99583333333,1.70338766459,164100.0,26803.4151948,2488287.5,406429.673434
1:0,false,64,4,client,2,7.64166666667,1.34046090694,172800.0,28267.3393758,2620441.66667,428622.11702
1:0,false,64,4,client,3,7.95416666667,1.39493130058,152466.666667,24853.9248585,2312145.83333,376925.07414
1:0,false,64,4,client,total,8.53055555556,1.42872272768,163122.222222,26610.1992392,2473625.0,403515.746228
1:0,false,64,4,server,1,23.6,3.89250786001,7446279.16667,1214102.89436,489295.833333,79815.4868269
1:0,false,64,4,server,2,15.9625,2.70541143911,7442779.16667,1213935.80112,489325.0,79866.5197092
1:0,false,64,4,server,3,17.1083333333,2.96191246614,7443550.0,1214098.53705,489325.0,79849.1893382
1:0,false,64,4,server,total,18.8902777778,3.09925880517,7444202.77778,1214001.31826,489315.277778,79840.7863331
1:0,false,64,8,mw,1,19.4333333333,0.626197867562,5966295.83333,153368.405398,14937500.0,411144.845995
1:0,false,64,8,mw,2,13.5416666667,0.586714133101,6879870.83333,143533.032249,17220833.3333,371046.909056
1:0,false,64,8,mw,total,16.4875,0.533527786281,6423083.33333,116904.423198,16079166.6667,301163.939917
1:0,false,64,8,client,1,12.3375,2.03589017496,230562.5,37378.6115481,3495604.16667,566707.978374
1:0,false,64,8,client,2,9.6625,1.61871417603,244604.166667,39705.6714853,3709212.5,602186.681653
1:0,false,64,8,client,3,10.0083333333,1.68051211135,214379.166667,34774.1656759,3251187.5,527376.98946
1:0,false,64,8,client,total,10.6694444444,1.7486158659,229848.611111,37240.8406686,3485334.72222,564746.361133
1:0,false,64,8,server,1,28.4125,4.65678391463,10220912.5,1675980.50379,689525.0,111969.578134
1:0,false,64,8,server,2,19.3416666667,3.25000270475,10221962.5,1675143.59692,689420.833333,111851.327179
1:0,false,64,8,server,3,23.9708333333,4.40406210331,10209441.6667,1668027.5986,689433.333333,111826.749666
1:0,false,64,8,server,total,23.9083333333,3.92362525357,10217438.8889,1671096.13512,689459.722222,111867.006498
1:0,false,64,16,mw,1,23.2916666667,0.600925212577,7407200.0,176016.170463,18516666.6667,446584.160149
1:0,false,64,16,mw,2,17.8208333333,0.571089096972,9318579.16667,243038.540256,23316666.6667,634010.29776
1:0,false,64,16,mw,total,20.55625,0.482422209757,8362889.58333,150519.739382,20916666.6667,384290.677606
1:0,false,64,16,client,1,14.4583333333,2.36736781674,302254.166667,48960.0211128,4582308.33333,742403.844091
1:0,false,64,16,client,2,11.4625,1.91190934087,316708.333333,51316.9291286,4800720.83333,777984.999519
1:0,false,64,16,client,3,12.05,2.00849111729,279408.333333,45308.8782077,4235562.5,687015.028986
1:0,false,64,16,client,total,12.6569444444,2.06407696962,299456.944444,48454.8111908,4539530.55556,734671.711386
1:0,false,64,16,server,1,33.2875,5.44083217088,13320833.3333,2167035.83353,897995.833333,145608.519845
1:0,false,64,16,server,2,27.2208333333,4.76654532022,13333333.3333,2166747.80763,898016.666667,145557.050164
1:0,false,64,16,server,3,35.525,6.82074584189,13312500.0,2164373.17756,898133.333333,145589.065833
1:0,false,64,16,server,total,32.0111111111,5.35431876983,13322222.2222,2164409.73007,898048.611111,145571.411129
1:0,false,64,24,mw,1,25.2,0.820963037794,8361179.16667,187050.245916,20879166.6667,463108.041029
1:0,false,64,24,mw,2,30.4833333333,3.19233434864,8570531.07917,1583240.37989,21600450.4958,3968878.16729
1:0,false,64,24,mw,total,27.8416666667,1.52519856446,8465855.12292,746263.865737,21239808.5813,1878211.48467
1:0,false,64,24,client,1,15.6833333333,4.7894927191,306262.5,56846.2207136,4640087.5,862074.061228
1:0,false,64,24,client,2,11.5458333333,2.09764703087,317762.5,59098.0542027,4815387.5,896142.551392
1:0,false,64,24,client,3,12.7375,2.2963884995,288312.5,52898.5267423,4368116.66667,802134.327833
1:0,false,64,24,client,total,13.3222222222,2.75955202228,304112.5,56211.3905104,4607863.88889,852364.110369
1:0,false,64,24,server,1,33.5875,6.03534916321,13531683.3333,2496153.26043,911495.833333,168796.859358
1:0,false,64,24,server,2,31.6875,7.01522229739,13513458.3333,2501811.6431,912129.166667,169102.52463
1:0,false,64,24,server,3,36.725,7.70551065892,13531770.8333,2492734.98066,911512.5,168808.023884
1:0,false,64,24,server,total,34.0,6.54764833379,13525637.5,2494638.49763,911712.5,168863.96912
1:0,false,64,32,mw,1,25.725,0.925912329952,9038941.66667,197478.477347,22633333.3333,507607.387847
1:0,false,64,32,mw,2,50.7125,2.94714038138,8739188.05,1166194.22881,21912446.2833,2946031.00868
1:0,false,64,32,mw,total,38.21875,1.32767622413,8889064.85833,558219.160395,22272889.8083,1412043.71446
1:0,false,64,32,client,1,16.5333333333,2.81376963841,320375.0,55580.0097375,4846012.5,841740.154612
1:0,false,64,32,client,2,12.6958333333,2.22452368517,328195.833333,56877.535028,4966187.5,861390.789588
1:0,false,64,32,client,3,14.4041666667,2.49652008155,307862.5,53226.7578022,4657712.5,806176.537544
1:0,false,64,32,client,total,14.5444444444,2.48600395388,318811.111111,55173.3020996,4823304.16667,835574.893682
1:0,false,64,32,server,1,34.8833333333,5.96169205443,14162220.8333,2461004.07221,954166.666667,165626.331165
1:0,false,64,32,server,2,33.3541666667,6.88387580744,14159520.8333,2463811.36078,954479.166667,165429.261708
1:0,false,64,32,server,3,39.2291666667,8.53842044932,14153941.6667,2464305.41435,954216.666667,165664.048405
1:0,false,64,32,server,total,35.8222222222,6.7259808627,14158561.1111,2461379.64081,954287.5,165537.814862
1:0,false,64,40,mw,1,24.3291666667,0.961266379335,9191612.5,177978.35994,22983333.3333,482900.286143
1:0,false,64,40,mw,2,39.9875,4.04838657936,9933795.83333,264495.568486,25237500.0,739090.843037
1:0,false,64,40,mw,total,32.1583333333,2.33120759106,9562704.16667,161097.916375,24110416.6667,453881.331418
1:0,false,64,40,client,1,18.2958333333,2.99647882901,348295.833333,56321.0605998,5267516.66667,852290.386354
1:0,false,64,40,client,2,14.0416666667,2.31267223862,354129.166667,57280.357572,5356041.66667,866822.523109
1:0,false,64,40,client,3,17.4916666667,5.02342613428,336416.666667,54480.8383197,5088633.33333,824858.679623
1:0,false,64,40,client,total,16.6097222222,3.03013946784,346280.555556,55966.3238299,5237397.22222,846896.445959
1:0,false,64,40,server,1,37.1083333333,6.07843135253,15345833.3333,2492996.51937,1036116.66667,167807.170328
1:0,false,64,40,server,2,38.9583333333,7.56934653932,15337500.0,2486811.20269,1036125.0,167738.958797
1:0,false,64,40,server,3,46.6083333333,8.16389344113,15350000.0,2490431.76008,1036208.33333,167857.604704
1:0,false,64,40,server,total,40.8916666667,6.84791076581,15344444.4444,2487889.08993,1036150.0,167772.633466
1:0,false,64,48,mw,1,23.3208333333,1.48829823811,9111516.66667,189618.818907,22770833.3333,496382.837372
1:0,false,64,48,mw,2,26.05,2.6069797043,10510162.5,314124.156852,26825000.0,742472.775787
1:0,false,64,48,mw,total,24.6854166667,1.69366191495,9810839.58333,169261.306577,24797916.6667,396622.298338
1:0,false,64,48,client,1,18.85,3.07976472698,358558.333333,58059.1815771,5420191.66667,878533.912958
1:0,false,64,48,client,2,14.4875,2.40659183235,362637.5,58739.3870774,5482204.16667,888849.240228
1:0,false,64,48,client,3,16.7833333333,2.76307784113,347916.666667,56296.7449152,5258854.16667,851572.987893
1:0,false,64,48,client,total,16.7069444444,2.72545625801,356370.833333,57651.0048778,5387083.33333,872102.31978
1:0,false,64,48,server,1,38.0041666667,6.21066949787,15733333.3333,2553726.49032,1065391.66667,172481.628488
1:0,false,64,48,server,2,48.8125,9.16896308021,15733333.3333,2552073.69971,1065450.0,172505.285188
1:0,false,64,48,server,3,47.4791666667,8.5824935069,15750000.0,2555433.25091,1065491.66667,172532.171321
1:0,false,64,48,server,total,44.7652777778,7.49203867181,15738888.8889,2551553.15517,1065444.44444,172477.910103
1:0,false,64,56,mw,1,22.9416666667,0.854828265955,9122425.0,147253.486344,22800000.0,432829.957549
1:0,false,64,56,mw,2,19.0,1.16561133704,10711204.1667,308428.271363,27333333.3333,705613.417785
1:0,false,64,56,mw,total,20.9708333333,0.78835360497,9916814.58333,169791.406306,25066666.6667,360301.483387
1:0,false,64,56,client,1,19.05,3.11165858153,362725.0,58677.8560244,5475291.66667,886778.782251
1:0,false,64,56,client,2,14.6541666667,2.41038759423,365070.833333,59025.6254096,5510037.5,891845.383713
1:0,false,64,56,client,3,17.0375,2.79943421549,353350.0,57127.658266,5331975.0,862910.801535
1:0,false,64,56,client,total,16.9138888889,2.75481223811,360381.944444,58247.2269015,5439101.38889,879936.902864
1:0,false,64,56,server,1,38.0166666667,6.20260369085,15912500.0,2584571.63734,1075862.5,174016.656119
1:0,false,64,56,server,2,51.0125,9.1715090777,15920833.3333,2585931.72712,1075891.66667,174079.663732
1:0,false,64,56,server,3,48.9083333333,8.88447103646,15908333.3333,2583608.94133,1075841.66667,173978.755958
1:0,false,64,56,server,total,45.9791666667,7.60674094562,15913888.8889,2581321.52506,1075865.27778,173986.742838
